userID,songID,rating
2131,80,1
671,54,2.322219295
809,80,1
1265,80,1.301029996
6,80,1.301029996
2295,80,1.477121255
1605,80,1
1291,157,1
1676,157,1
1780,157,1
1777,80,1
1203,80,1
187,80,1
903,80,1.477121255
1343,721,1
2275,157,1
68,157,1
1600,80,1
114,54,1.602059991
1887,54,2.995635195
2004,54,1.477121255
830,721,2.079181246
2042,34,1
1248,34,1.301029996
1111,34,1.602059991
1008,34,1
1934,34,1
689,34,1.301029996
2325,54,1.698970004
26,54,2.462397998
606,80,1.602059991
1044,80,1
2351,34,1.301029996
951,34,1.698970004
108,34,1
237,54,1
377,34,1.301029996
470,34,1.301029996
709,34,1
19,34,1
1290,34,1
286,157,1
2373,80,1
1549,80,1
1853,80,1
2302,721,1
1118,721,1
1489,54,1.954242509
86,54,2.505149978
1297,54,1
2242,54,1.77815125
2079,80,1.477121255
1923,80,1
400,80,1.477121255
1150,54,2.544068044
1552,54,1.698970004
1881,54,2.230448921
2242,80,1
743,80,1
355,80,1.301029996
1401,54,1.602059991
1326,131,1
2293,54,1.903089987
1317,54,1.698970004
1841,54,1.301029996
1317,80,1
2410,34,1.301029996
773,34,1
876,34,1.477121255
250,34,1
1759,34,1
984,34,1.477121255
52,34,1.77815125
1340,34,1.301029996
1176,34,1.301029996
1853,34,1.602059991
1799,34,1.698970004
300,34,1
657,34,2.041392685
221,34,1.301029996
211,721,1.301029996
2253,721,1
1104,157,1
988,157,1
2395,80,1
825,80,1.301029996
1658,80,1.301029996
2232,80,1
240,80,1.477121255
1713,80,1
1687,80,1.698970004
1560,80,1.602059991
1374,157,1
1289,80,1.602059991
363,80,1.77815125
1738,80,1.77815125
635,80,1.84509804
296,80,1.301029996
1406,80,1
1469,80,1
630,34,1.301029996
1553,34,1
1871,34,1.698970004
1,34,1
645,80,1.301029996
450,34,1
1521,34,1
222,80,1
689,80,1
452,80,1
1456,80,1
39,54,1.698970004
1994,54,2.763427994
1666,54,1.84509804
1938,54,2.041392685
2213,54,2.361727836
1010,54,1.84509804
1923,54,2.204119983
2107,54,1.301029996
227,157,1.698970004
2138,80,1.698970004
2404,80,1
677,721,1
1232,54,1.301029996
533,157,1.301029996
544,80,1
1656,157,1.301029996
2364,80,1.301029996
2186,80,1
859,80,1.477121255
27,80,1
1356,80,1.477121255
458,721,1
2217,80,1
2269,721,1
63,80,1
188,80,1.903089987
433,80,1.477121255
837,157,1
1477,80,1
955,80,1.301029996
2366,721,1
1583,80,1
823,54,1
1265,54,1.84509804
205,54,2.995635195
20,54,1.77815125
110,80,1
2131,34,1
1315,34,1
1887,34,1.698970004
176,34,1.903089987
1878,721,1
630,80,1
117,54,1
2059,54,2.146128036
2025,721,1.301029996
978,34,1.301029996
123,34,1.301029996
1308,34,1.301029996
787,34,1.84509804
2413,34,1
681,34,1.301029996
346,80,1.301029996
1909,54,1.477121255
2322,721,1
2022,721,1
1383,54,2.146128036
1571,721,1
626,34,1
1464,34,1
215,34,1.903089987
962,54,1
682,54,1
79,54,1.477121255
1540,80,1.602059991
1690,80,1
392,80,1
2258,34,1
2161,34,1.602059991
1804,34,1.84509804
2085,34,1.84509804
1578,34,1
426,131,1
1832,34,1
1913,131,1
1716,34,1
856,54,1.954242509
700,80,1
448,80,1.77815125
1428,80,1.301029996
875,80,1.301029996
2226,80,1.602059991
1912,80,1
1344,80,1
656,80,1
698,80,1.477121255
1131,80,1
1491,80,1.477121255
1593,80,1.698970004
460,80,1
2413,54,1
1592,54,1.903089987
2266,54,1.602059991
1121,80,1.301029996
1939,721,1
346,157,1
918,157,1.301029996
2142,157,1
1407,80,1.477121255
169,157,1.301029996
808,157,1
1911,157,1
412,54,1
2282,80,1
468,157,1.477121255
1180,157,1
920,157,1.301029996
2258,157,1.301029996
448,157,1.301029996
240,157,1
1,157,1
160,157,1.301029996
449,157,1
596,80,1
1593,157,1.301029996
1387,157,1
176,157,1
1599,80,1
839,80,1
176,80,1
1037,80,1
85,80,1
416,80,1.84509804
1387,54,1.602059991
160,80,1.477121255
265,131,1
1315,131,1.698970004
614,131,1.698970004
384,131,1
1758,131,1
101,157,1.477121255
1782,157,1
1075,80,1.477121255
1016,721,1.602059991
1081,80,1
2017,80,1.301029996
1341,721,1
1682,157,1
1992,34,1
2047,34,1.698970004
1324,54,1
486,54,2.041392685
945,34,1
2218,721,1.301029996
1177,80,1
629,34,1
2351,157,1
1785,157,1.301029996
1031,34,1
1951,157,1
430,721,1.477121255
2197,80,1.301029996
496,34,1.301029996
1958,157,1
1256,80,1.301029996
345,80,1.602059991
215,80,1.301029996
319,80,1.301029996
375,80,1.301029996
1989,80,2.113943352
2150,80,1.301029996
1025,80,1
964,54,1.301029996
1998,721,1
1633,721,1
1614,721,1.301029996
2296,34,1.698970004
898,721,1
152,721,1.301029996
975,721,1
313,721,1
1173,721,1
156,34,1.301029996
1417,54,1.477121255
1517,54,1.477121255
829,54,1.477121255
1108,721,1
1360,721,1
613,34,1.477121255
809,54,1
2296,54,2.880813592
1267,54,1
1983,54,2.230448921
1516,54,1
348,131,1.602059991
1647,131,1
1290,54,1.903089987
1490,54,1.698970004
514,80,1
1628,80,1
126,80,1.477121255
1649,80,1
101,34,1.84509804
1892,34,1
2113,54,1.903089987
359,80,1.301029996
1908,80,1
1037,157,1
369,80,1
1176,80,1.301029996
400,157,1
83,157,1.301029996
1119,721,1
2176,721,1
1540,54,2.591064607
973,54,1
308,54,1
102,54,1.602059991
2271,54,2
62,721,1
443,721,1
285,54,2
2168,54,1.954242509
2067,54,1.77815125
1325,54,2.230448921
1176,54,1.84509804
1725,54,1.84509804
608,54,1.301029996
1560,54,1.698970004
2171,157,1
1792,54,1.301029996
2165,54,1
373,54,1.954242509
1506,721,2.079181246
1068,54,1.301029996
1430,157,1
258,157,1
1840,54,1.301029996
115,54,1.77815125
220,54,1.77815125
1456,54,1
66,54,2.176091259
369,54,2
2409,54,1
1404,54,1.698970004
509,54,1
2057,54,1
2145,54,1
2161,54,2.322219295
1160,54,1.77815125
827,54,1.698970004
2314,131,1
344,131,1
28,131,1.477121255
1624,131,1
2212,131,1
636,131,1.301029996
1530,131,1.698970004
144,131,1.84509804
2222,54,1.301029996
1256,54,2.462397998
2311,54,1.301029996
1206,721,1
909,157,1
1509,80,1.602059991
703,54,2.041392685
1847,157,1
258,54,1.477121255
314,34,1.301029996
1937,80,1.301029996
1162,80,1
2045,80,1
1530,34,1
1503,721,1
1734,80,1
1239,34,1.602059991
1133,54,1.77815125
1872,54,1.77815125
442,54,2.602059991
450,54,1
746,34,2.763427994
1940,34,1
415,34,1.301029996
1553,54,1.301029996
1738,54,2.531478917
2379,54,1.301029996
202,54,2.69019608
685,54,1
1344,54,1.77815125
2209,54,1
626,54,1.602059991
1262,54,1.301029996
180,54,2.361727836
2250,54,1
427,54,2.079181246
1473,54,1.602059991
1309,54,2.113943352
1255,54,1.954242509
1481,34,2.361727836
1847,80,1
470,80,1.301029996
1765,80,1.698970004
115,80,1.477121255
478,721,1.301029996
1603,721,1.301029996
891,721,1
2215,721,1
893,34,1
661,34,1.477121255
630,54,1.301029996
2302,54,1.77815125
1253,131,1
41,131,1
1572,54,1.77815125
1687,54,2
948,131,2.204119983
1371,131,1.602059991
1248,157,1
30,157,1
586,157,1
441,80,1.698970004
1979,80,1.301029996
930,80,1.301029996
1802,80,1
784,34,1.477121255
694,34,1.602059991
772,54,2.113943352
221,157,1
162,54,1.301029996
1110,54,1.477121255
188,54,1
832,54,3.292256071
775,131,1.698970004
1414,131,1
2349,131,1
859,54,1.477121255
1139,54,2.73239376
1780,54,1.698970004
1847,54,2.041392685
844,54,1
1701,54,2.591064607
155,54,1.301029996
2046,54,1
1996,54,1.301029996
2173,54,2
851,54,1.301029996
1307,54,1.477121255
281,54,1.301029996
1422,54,1.698970004
727,721,1.301029996
248,54,1
625,721,1
1214,721,1
1909,721,1
379,54,1.602059991
1987,721,1
1237,54,1.954242509
73,54,2.612783857
825,54,1.84509804
1147,54,1
1620,54,1
1543,54,2.176091259
290,54,1
694,54,2.447158031
1435,721,1
380,721,1
513,721,1.602059991
1050,721,1.84509804
1938,80,1
2086,80,1.301029996
1513,34,1.477121255
1908,34,1
1872,34,1
2125,34,1.602059991
988,80,1
1514,80,1
1028,80,1.477121255
1330,80,1
257,80,1
791,54,2.176091259
2404,54,1.77815125
1338,54,1.698970004
879,54,1.77815125
1803,131,1
768,721,1.477121255
698,34,1.903089987
654,157,1
1296,721,1.301029996
994,80,1
353,54,1.301029996
863,721,1
1399,721,1
1371,721,1.301029996
815,721,1
2350,54,1.301029996
876,54,2.079181246
536,54,1.477121255
737,80,1.301029996
200,80,1.477121255
2359,80,1
849,80,1
1689,54,2
330,54,1.477121255
2218,54,2.568201724
1716,54,1.301029996
2269,54,1.477121255
1879,54,1.954242509
658,54,2.897627091
1478,80,1
1034,80,1
1381,80,1.301029996
2072,80,1.698970004
583,80,1.301029996
741,80,1.477121255
1149,80,1.301029996
40,34,1
534,34,1
840,54,1
650,80,1
2070,54,1.84509804
1992,54,1.903089987
1340,54,1.602059991
2203,54,1.301029996
2376,54,1.84509804
507,80,1.301029996
2206,80,1.698970004
102,157,1
1833,157,1
1683,721,1
866,34,1
423,54,1.477121255
947,80,1
638,80,1.477121255
1670,80,1.602059991
2214,131,1.77815125
1701,34,1
1241,34,1
2001,34,1
1993,34,1.954242509
1706,34,1.477121255
1695,80,1
1814,131,1.84509804
1655,131,1.698970004
1030,54,1.698970004
1464,54,1.301029996
729,80,1.477121255
2241,80,1.602059991
2121,80,1
438,721,1
527,54,1.301029996
736,80,1
2407,80,1
1841,80,1.301029996
102,80,1.477121255
2332,80,1
2081,80,1.301029996
1086,721,1
1150,80,2.146128036
2047,80,1
1240,721,1
239,721,1.477121255
2377,721,1
2168,721,1
1082,721,1
1181,80,1.602059991
706,80,1.477121255
792,131,1.477121255
1560,131,1
1896,131,1
625,131,1
2290,131,1
275,721,1.477121255
1407,54,2
834,54,2.84509804
664,54,1.477121255
1027,80,1
315,54,1.301029996
2415,80,1.301029996
1374,721,1
1318,721,1
1335,721,1
2159,721,1
1376,721,1.301029996
2416,721,1
1415,721,1
769,721,1
2193,721,1
2352,157,1
774,721,1
276,721,1
1380,721,1
1495,721,1
166,721,1
1634,721,1.301029996
506,157,1
452,157,1
2298,80,1
1988,157,1
1489,157,1
18,80,1.477121255
1752,80,1
1916,80,1.477121255
199,80,1.954242509
2201,54,1.301029996
681,80,1
87,131,1.77815125
1470,721,1
1230,54,1.301029996
437,54,2.146128036
1071,80,1
34,80,1.477121255
549,80,1.698970004
1244,80,1
2105,54,1.301029996
1192,54,1.84509804
1198,80,1
1740,54,2.556302501
539,34,1.301029996
745,157,1.477121255
234,157,1
273,721,1
2105,721,1
2203,157,1
1363,157,1
441,157,1
1309,157,1
2267,157,1
1252,721,1
2052,721,1
632,721,1.698970004
1974,157,1.477121255
1985,157,1
1203,157,1
2355,157,1
2023,157,1
1484,34,1.301029996
2232,34,1.602059991
1783,34,1
1400,34,1.698970004
5,34,1.301029996
1988,34,1
102,34,1.698970004
2122,34,1
1407,34,1
353,157,1
998,54,2.431363764
1940,54,2.278753601
1857,54,1.301029996
2244,54,2.568201724
2282,34,1
2352,54,1.903089987
353,80,1.301029996
992,54,2
1203,54,2.079181246
1385,131,1
154,131,1
1553,131,1.84509804
898,131,1
1296,131,1
1221,54,1.84509804
161,131,1.602059991
2164,54,1.954242509
1604,721,1
2110,157,1
1759,157,1
706,157,1.602059991
2131,54,2.041392685
1070,131,1
2315,54,1
881,157,1
1323,721,1
1645,721,1
1765,157,1
1101,157,1
411,721,1
2301,721,1
1963,54,2.230448921
478,54,1
711,131,1
1760,131,1
674,131,2
1581,131,1.77815125
1731,131,1
294,54,1.77815125
813,54,2.414973348
1582,131,1
12,131,1.84509804
1532,131,1.301029996
2240,131,1
1086,131,1
411,131,1.77815125
501,131,1.602059991
1873,54,1
1911,54,1.84509804
40,54,2
526,54,2.230448921
1235,54,1.903089987
1115,54,1.77815125
1199,54,1.301029996
459,721,1.301029996
255,721,1
1186,131,1.698970004
53,131,1
1222,131,1
2100,131,1.954242509
1953,131,1
791,131,1.84509804
1143,131,1
225,131,1.698970004
500,131,1
2067,131,1.903089987
2025,131,1.301029996
1055,131,1
1894,131,1.77815125
2220,131,1.698970004
1360,54,1.301029996
645,54,2.380211242
397,54,2.380211242
1521,54,2.255272505
17,54,2.146128036
1357,54,1.301029996
1326,54,2.230448921
1902,80,1.301029996
2293,80,1.477121255
394,80,1.602059991
449,80,1.77815125
2241,54,2.556302501
1267,131,1
1358,54,1
1228,80,1
1482,54,1.477121255
849,54,1.698970004
1280,54,1.602059991
661,54,2.322219295
1893,54,1.301029996
1377,54,1.477121255
221,54,1.84509804
2299,34,2.079181246
1080,34,1
1367,34,1.602059991
1259,54,2.041392685
771,54,1
131,54,2.204119983
390,54,1.954242509
1988,54,1.77815125
123,54,1
1894,54,2.079181246
1250,34,1
1839,34,1
849,34,1.698970004
239,131,1
2215,131,1
1284,131,1
915,131,1
2005,131,1
2120,131,1
1597,131,1.301029996
1342,131,1
76,54,1.301029996
1831,54,2.322219295
1524,131,1
1914,54,2.255272505
1269,54,1.301029996
289,54,1
464,54,1
2089,54,1.301029996
1885,157,1.301029996
2226,157,1
423,157,1
701,157,1.301029996
2018,721,1
1760,721,1.477121255
1942,721,1
1752,54,1
270,54,2.568201724
1860,54,2.361727836
176,54,2.079181246
1116,54,1.84509804
1415,131,1
1281,131,1.477121255
516,131,1.301029996
212,54,1.301029996
354,54,1.301029996
1917,54,2.322219295
554,34,1.602059991
1822,34,1
1477,34,1.602059991
921,157,1.301029996
34,157,1.477121255
1479,157,1
1503,131,1.698970004
118,80,1
762,721,1.477121255
1020,721,1.77815125
2015,721,1
42,721,1.301029996
1970,54,2.531478917
1547,54,1.602059991
1330,54,1.477121255
2264,54,2
1191,54,2.176091259
579,54,2.544068044
2407,54,1.301029996
1136,54,1
1711,54,1.301029996
2171,54,1.698970004
1481,54,1.301029996
587,721,1
1083,34,1
2109,34,1
1676,34,1
1989,34,1.698970004
151,34,2.301029996
1259,131,1
1914,34,1.77815125
1381,34,1
1575,34,1
955,34,1
110,34,2.361727836
726,34,1.301029996
2051,34,1
2175,54,2.477121255
340,54,2.301029996
1168,54,1.301029996
991,54,1
864,54,2.681241237
1491,54,2.176091259
1490,80,1.301029996
2316,80,1
837,80,1.477121255
496,80,1
1192,80,1
1523,721,1.301029996
113,721,1.477121255
1785,80,1.477121255
357,80,1
777,80,1
78,80,1.301029996
671,34,1
766,34,1.301029996
119,34,1
2065,34,2.176091259
1907,80,1
1595,80,1
2065,80,1.301029996
1771,80,1.301029996
1474,54,1.903089987
1893,80,1.301029996
1759,54,1
51,80,1.477121255
1700,80,1.301029996
1973,80,1
1363,54,1.602059991
1871,54,1
444,80,1.84509804
1240,54,1
24,34,1.301029996
1736,34,1.698970004
1881,34,1.903089987
1255,721,1.301029996
1976,54,2.113943352
1002,54,1
325,54,1.477121255
1865,54,1.301029996
143,54,1
642,80,1
710,80,1
773,80,1
2156,721,1
1481,80,1.301029996
